Product Name,Model,SKU,Category,Brands,Price (Special Price),Quantity,Total,Points,Weight,Store,Status
Contrast Colored Ohio Outfit,BP1112,,Womens &gt; Dress,Beyond Pink,2150.0000,38,81700,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,19350,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,10,21500,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,9,19350,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,10,21500,+0,+0.00000000,Default,
Crochet Dress,BP1013,,"Womens,Womens &gt; Dress",Beyond Pink,1590.0000,44,69960,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,14310,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,8,12720,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,9,14310,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,14310,+0,+0.00000000,Default,
,Size/XXL,,,,+0.0000,9,14310,+0,+2.00000000,Default,
Dark Red Waffle Sweater With Zipper,BP2002,,"Winter Wear,Winter Wear &gt; Sweater",Beyond Pink,1650.0000,45,74250,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,14850,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,14850,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,9,14850,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,14850,+0,+0.00000000,Default,
,Size/XXL,,,,+0.0000,9,14850,+0,+10.00000000,Default,
Donuts,BP9006,,Bellerinas,Beyond Pink,799.0000,50,39950,0,0.00000000,Default,Enabled
,Size/4,,,,+0.0000,10,7990,+0,+0.00000000,Default,
,Size/5,,,,+0.0000,10,7990,+0,+0.00000000,Default,
,Size/6,,,,+0.0000,10,7990,+0,+0.00000000,Default,
,Size/7,,,,+0.0000,10,7990,+0,+0.00000000,Default,
,Size/8,,,,+0.0000,10,7990,+0,+0.00000000,Default,
Elma Shirt,BP4014,,Womens &gt; Shirt,Beyond Pink,1250.0000,37,46250,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,11250,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,11250,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,9,11250,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,10,12500,+0,+0.00000000,Default,
Emblisshed Party Dress,BP1022,,"Womens,Womens &gt; Dress",Beyond Pink,3250.0000,45,146250,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,29250,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,29250,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,9,29250,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,29250,+0,+0.00000000,Default,
,Size/XXL,,,,+0.0000,9,29250,+0,+5.00000000,Default,
Flap Pocket Detailed Trouser,BP7002,,"Bottom,Bottom &gt; Pant",Beyond Pink,1500.0000,1,1500,0,0.00000000,Default,Enabled
Flip Con Shirt,BO4008,,"Womens &gt; Dress,Womens &gt; Shirt",Beyond Pink,1450.0000,38,55100,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,13050,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,10,14500,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,10,14500,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,13050,+0,+0.00000000,Default,
Frill Jacket,BP6002,,"Winter Wear,Winter Wear &gt; Jacket",Beyond Pink,2250.0000,45,101250,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,20250,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,20250,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,9,20250,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,20250,+0,+0.00000000,Default,
,Size/XXL,,,,+0.0000,9,20250,+0,+22.00000000,Default,
Front Bow Mini Skirt,BP7056,,"Bottom,Bottom &gt; Skirts",Beyond Pink,1450.0000,29,42050,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,13050,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,10,14500,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,10,14500,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,0,0,+0,+0.00000000,Default,
Front Pocket Blue Shirt Casual,BP4006,,"Womens,Womens &gt; Shirt",Beyond Pink,1450.0000,40,58000,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,7,10150,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,13050,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,7,10150,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,8,11600,+0,+0.00000000,Default,
,Size/XXL,,,,+0.0000,9,13050,+0,+25.00000000,Default,
Full Seqin Cowl Neck Dress,BP1042,,Womens &gt; Dress,Beyond Pink,3000.0000,33,99000,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,10,30000,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,8,24000,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,5,15000,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,10,30000,+0,+0.00000000,Default,
Full Sleeve Front Bow Cardigan,BP2502,,"Winter Wear,Winter Wear &gt; Cardigan",Beyond Pink,1300.0000,44,57200,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,11700,+0,+17.00000000,Default,
,Size/M,,,,+0.0000,9,11700,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,8,10400,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,11700,+0,+0.00000000,Default,
,Size/XXL,,,,+0.0000,9,11700,+0,+0.00000000,Default,
Full Sleeve Front Pocket Cardigan,BP2501,,"Winter Wear,Winter Wear &gt; Cardigan",Beyond Pink,1800.0000,44,79200,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,16200,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,16200,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,9,16200,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,16200,+0,+0.00000000,Default,
,Size/XXL,,,,+0.0000,8,14400,+0,+16.00000000,Default,
Full Sleeve Printed Top,BP4003,,"Womens,Womens &gt; Top",Beyond Pink,1450.0000,43,62350,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,13050,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,13050,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,7,10150,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,13050,+0,+0.00000000,Default,
,Size/XXL,,,,+0.0000,9,13050,+0,+13.00000000,Default,
Full Sleeve Round Neck Top,BP4012,,Womens &gt; Top,Beyond Pink,1450.0000,37,53650,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,13050,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,13050,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,10,14500,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,13050,+0,+0.00000000,Default,
Give It to Me Wedges,BP8006,,Footwears,Beyond Pink,1650.0000,6,9900,0,0.00000000,Default,Enabled
,Size/36,,,,+0.0000,1,1650,+0,+0.00000000,Default,
,Size/37,,,,+0.0000,1,1650,+0,+0.00000000,Default,
,Size/38,,,,+0.0000,1,1650,+0,+0.00000000,Default,
,Size/39,,,,+0.0000,1,1650,+0,+0.00000000,Default,
,Size/40,,,,+0.0000,1,1650,+0,+0.00000000,Default,
,Size/41,,,,+0.0000,1,1650,+0,+0.00000000,Default,
Heart Skater Dress,BP1075,,Womens &gt; Dress,Beyond Pink,2100.0000,17,35700,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,2,4200,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,7,14700,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,6,12600,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,2,4200,+0,+0.00000000,Default,
High Waist Pant,BP7001,,"Bottom,Bottom &gt; Pant",Beyond Pink,1999.0000,44,87956,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,17991,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,17991,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,9,17991,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,17991,+0,+0.00000000,Default,
,Size/XXL,,,,+0.0000,8,15992,+0,+23.00000000,Default,
Hooded Jacket with Drawstring,BP6001,,"Winter Wear,Winter Wear &gt; Jacket",Beyond Pink,1999.0000,44,87956,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,8,15992,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,17991,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,9,17991,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,17991,+0,+0.00000000,Default,
,Size/XXL,,,,+0.0000,9,17991,+0,+21.00000000,Default,
Knitted Stripe Dress with Hood,BP1016,,"Womens,Womens &gt; Dress",Beyond Pink,1350.0000,45,60750,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,12150,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,12150,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,9,12150,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,12150,+0,+0.00000000,Default,
,Size/XXL,,,,+0.0000,9,12150,+0,+30.00000000,Default,
Lace Shorts,BP7054,,"Bottom,Bottom &gt; Shorts",Beyond Pink,1650.0000,30,49500,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,10,16500,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,7,11550,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,3,4950,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,10,16500,+0,+0.00000000,Default,
Leopard Print Heels,BP8002,,Footwears,Beyond Pink,1890.0000,6,11340,0,0.00000000,Default,Enabled
,Size/36,,,,+0.0000,1,1890,+0,+0.00000000,Default,
,Size/37,,,,+0.0000,1,1890,+0,+0.00000000,Default,
,Size/38,,,,+0.0000,1,1890,+0,+0.00000000,Default,
,Size/39,,,,+0.0000,1,1890,+0,+0.00000000,Default,
,Size/40,,,,+0.0000,1,1890,+0,+0.00000000,Default,
,Size/41,,,,+0.0000,1,1890,+0,+0.00000000,Default,
Lip Lock Short,BP7055,,"Bottom,Bottom &gt; Shorts",Beyond Pink,1450.0000,30,43500,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,10,14500,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,10,14500,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,10,14500,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,0,0,+0,+0.00000000,Default,
Mesh Dress With Sequin,BP1042,,Womens &gt; Dress,Beyond Pink,2650.0000,29,76850,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,3,7950,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,23850,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,7,18550,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,10,26500,+0,+0.00000000,Default,
Monster City ,BP9008,,Bellerinas,Beyond Pink,899.0000,50,44950,0,0.00000000,Default,Enabled
,Size/4,,,,+0.0000,10,8990,+0,+0.00000000,Default,
,Size/5,,,,+0.0000,10,8990,+0,+0.00000000,Default,
,Size/6,,,,+0.0000,10,8990,+0,+0.00000000,Default,
,Size/7,,,,+0.0000,10,8990,+0,+0.00000000,Default,
,Size/8,,,,+0.0000,10,8990,+0,+0.00000000,Default,
Morning After Dark Wedges,BP8003,,Footwears,Beyond Pink,1350.0000,6,8100,0,0.00000000,Default,Enabled
,Size/36,,,,+0.0000,1,1350,+0,+0.00000000,Default,
,Size/37,,,,+0.0000,1,1350,+0,+0.00000000,Default,
,Size/38,,,,+0.0000,1,1350,+0,+0.00000000,Default,
,Size/39,,,,+0.0000,1,1350,+0,+0.00000000,Default,
,Size/40,,,,+0.0000,1,1350,+0,+0.00000000,Default,
,Size/41,,,,+0.0000,1,1350,+0,+0.00000000,Default,
Multicolor Stripe Dress,BP1115,,Womens &gt; Dress,Beyond Pink,1650.0000,36,59400,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,10,16500,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,4,6600,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,5,8250,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,10,16500,+0,+0.00000000,Default,
,Size/XS,,,,+0.0000,7,11550,+0,+0.00000000,Default,
Neon Colored Hem Dress,BP1102,,Womens &gt; Dress,Beyond Pink,1560.0000,15,23400,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,4,6240,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,4,6240,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,0,0,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,7,10920,+0,+0.00000000,Default,
Neon Colored Short,BP 7052,,"Bottom,Bottom &gt; Shorts",Beyond Pink,1350.0000,37,49950,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,10,13500,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,12150,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,8,10800,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,10,13500,+0,+0.00000000,Default,
Neon Colored Top With Skirt,BP1080,,Womens &gt; Dress,Beyond Pink,1650.0000,37,61050,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,7,11550,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,7,11550,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,4,6600,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,14850,+0,+0.00000000,Default,
,Size/XS,,,,+0.0000,10,16500,+0,+0.00000000,Default,
Neon Sling Bag,BP8050,,,Beyond Pink,1599.0000,1,1599,0,0.00000000,Default,Enabled
Net Dress with Peter Pan Collar,BP1020,,"Womens,Womens &gt; Dress",Beyond Pink,2150.0000,44,94600,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,19350,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,19350,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,9,19350,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,8,17200,+0,+0.00000000,Default,
,Size/XXL,,,,+0.0000,9,19350,+0,+3.00000000,Default,
Off Shoulder Olive Green Dress,BP1019,,Womens &gt; Dress,Beyond Pink,1950.0000,39,76050,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,17550,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,10,19500,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,10,19500,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,10,19500,+0,+0.00000000,Default,
Oktopusy,BP9005,,Bellerinas,Beyond Pink,799.0000,25,19975,0,0.00000000,Default,Enabled
,Size/4,,,,+0.0000,5,3995,+0,+0.00000000,Default,
,Size/5,,,,+0.0000,5,3995,+0,+0.00000000,Default,
,Size/6,,,,+0.0000,5,3995,+0,+0.00000000,Default,
,Size/7,,,,+0.0000,5,3995,+0,+0.00000000,Default,
,Size/8,,,,+0.0000,5,3995,+0,+0.00000000,Default,
Orange Coat,BP1050,,Winter Wear &gt; Jacket,Beyond Pink,1100.0000,0,0,0,0.00000000,Default,Enabled
Orange Front Zipper Dress,BP1018,,Womens &gt; Dress,Beyond Pink,1850.0000,40,74000,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,10,18500,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,10,18500,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,10,18500,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,10,18500,+0,+0.00000000,Default,
Peek-A-Orange,BP8004,,Footwears,Beyond Pink,1690.0000,4,6760,0,0.00000000,Default,Enabled
,Size/36,,,,+0.0000,1,1690,+0,+0.00000000,Default,
,Size/37,,,,+0.0000,0,0,+0,+0.00000000,Default,
,Size/38,,,,+0.0000,0,0,+0,+0.00000000,Default,
,Size/39,,,,+0.0000,1,1690,+0,+0.00000000,Default,
,Size/40,,,,+0.0000,1,1690,+0,+0.00000000,Default,
,Size/41,,,,+0.0000,1,1690,+0,+0.00000000,Default,
Printed Kaftan,BP1001,,"Womens,Womens &gt; Dress",Beyond Pink,1399.0000,45,62955,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,12591,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,12591,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,9,12591,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,12591,+0,+0.00000000,Default,
,Size/XXL,,,,+0.0000,9,12591,+0,+0.00000000,Default,
Printed Long Dress,BP1021,,"Womens,Womens &gt; Dress",Beyond Pink,1950.0000,35,68250,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,8,15600,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,5,9750,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,6,11700,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,17550,+0,+0.00000000,Default,
,Size/XXL,,,,+0.0000,7,13650,+0,+4.00000000,Default,
Red Rabity,BP9002,,Bellerinas,Beyond Pink,799.0000,50,39950,0,0.00000000,Default,Enabled
,Size/4,,,,+0.0000,10,7990,+0,+0.00000000,Default,
,Size/5,,,,+0.0000,10,7990,+0,+0.00000000,Default,
,Size/6,,,,+0.0000,10,7990,+0,+0.00000000,Default,
,Size/7,,,,+0.0000,10,7990,+0,+0.00000000,Default,
,Size/8,,,,+0.0000,10,7990,+0,+0.00000000,Default,
Salt &amp; Pepper Dress,BP1120,,Womens &gt; Dress,Beyond Pink,1800.0000,47,84600,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,10,18000,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,10,18000,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,9,16200,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,16200,+0,+0.00000000,Default,
,Size/XS,,,,+0.0000,9,16200,+0,+0.00000000,Default,
Sequin Dress With Peter Pan Collar,BP1068,,Womens &gt; Dress,Beyond Pink,2850.0000,38,108300,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,10,28500,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,8,22800,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,10,28500,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,10,28500,+0,+0.00000000,Default,
Sequin Shorts ,BP7051,,"Bottom,Bottom &gt; Shorts",Beyond Pink,1500.0000,26,39000,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,10,15000,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,4,6000,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,3,4500,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,13500,+0,+0.00000000,Default,
Shirt Dress with Chinese Collar,BP1039,,Womens &gt; Dress,Beyond Pink,1350.0000,28,37800,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,8,10800,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,3,4050,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,7,9450,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,10,13500,+0,+0.00000000,Default,
Side Way Knotted Pant,BP7007,,Bottom &gt; Pant,Beyond Pink,1790.0000,34,60860,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,10,17900,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,6,10740,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,8,14320,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,10,17900,+0,+0.00000000,Default,
Take It From Here,BP1116,,Womens &gt; Dress,Beyond Pink,2450.0000,44,107800,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,10,24500,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,8,19600,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,8,19600,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,10,24500,+0,+0.00000000,Default,
,Size/XS,,,,+0.0000,8,19600,+0,+0.00000000,Default,
The Sun Shine Girl Wedges,BP8001,,Footwears,Beyond Pink,1750.0000,5,8750,0,0.00000000,Default,Enabled
,Size/36,,,,+0.0000,1,1750,+0,+0.00000000,Default,
,Size/37,,,,+0.0000,1,1750,+0,+0.00000000,Default,
,Size/38,,,,+0.0000,1,1750,+0,+0.00000000,Default,
,Size/39,,,,+0.0000,0,0,+0,+0.00000000,Default,
,Size/40,,,,+0.0000,1,1750,+0,+0.00000000,Default,
,Size/41,,,,+0.0000,1,1750,+0,+0.00000000,Default,
Three Little Words Tube Dress,BP1116,,Womens &gt; Dress,Beyond Pink,2450.0000,47,115150,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,22050,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,10,24500,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,9,22050,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,10,24500,+0,+0.00000000,Default,
,Size/XS,,,,+0.0000,9,22050,+0,+0.00000000,Default,
Triangles,BP9003,,Bellerinas,Beyond Pink,799.0000,25,19975,0,0.00000000,Default,Enabled
,Size/4,,,,+0.0000,5,3995,+0,+0.00000000,Default,
,Size/5,,,,+0.0000,5,3995,+0,+0.00000000,Default,
,Size/6,,,,+0.0000,5,3995,+0,+0.00000000,Default,
,Size/7,,,,+0.0000,5,3995,+0,+0.00000000,Default,
,Size/8,,,,+0.0000,5,3995,+0,+0.00000000,Default,
Tricolored Top,BP4002,,"Womens,Womens &gt; Top",Beyond Pink,1250.0000,43,53750,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,7,8750,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,11250,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,9,11250,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,11250,+0,+0.00000000,Default,
,Size/XXL,,,,+0.0000,9,11250,+0,+12.00000000,Default,
Twill Contrast Colored Short,BP7053,,"Bottom,Bottom &gt; Shorts",Beyond Pink,1350.0000,36,48600,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,10,13500,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,9,12150,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,7,9450,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,10,13500,+0,+0.00000000,Default,
V Back Neck Sequin Top,BP4006,,Womens &gt; Top,Beyond Pink,2350.0000,29,68150,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,9,21150,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,7,16450,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,5,11750,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,8,18800,+0,+0.00000000,Default,
V Neck Color Block Dress,BP 1061,,Womens &gt; Dress,Beyond Pink,1699.0000,40,67960,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,10,16990,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,10,16990,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,10,16990,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,10,16990,+0,+0.00000000,Default,
V Neck Mesh Dress,BP1073,,Womens &gt; Dress,Beyond Pink,2100.0000,29,60900,0,0.00000000,Default,Enabled
,Size/L,,,,+0.0000,10,21000,+0,+0.00000000,Default,
,Size/M,,,,+0.0000,10,21000,+0,+0.00000000,Default,
,Size/S,,,,+0.0000,0,0,+0,+0.00000000,Default,
,Size/XL,,,,+0.0000,9,18900,+0,+0.00000000,Default,
,,,,,,,12842371,,,,
